dataset,protocol,montage,method,feature_family,classifier,subject,seed,kappa,accuracy,n_train,n_test,n_channels,n_arms_surviving,final_regret,error
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,25,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,25,-1,0.33333333333333337,0.6666666666666666,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,25,0,0.0,0.5,72,18,62,18,30.0,
COGBCI-PVT,within,full,ccb,,,25,1,0.11111111111111116,0.5555555555555556,72,18,62,13,24.0,
COGBCI-PVT,within,full,ccb,,,25,2,0.11111111111111116,0.5555555555555556,72,18,62,15,27.0,
COGBCI-PVT,within,full,ccb,,,25,3,-0.22222222222222232,0.3888888888888889,72,18,62,37,24.0,
COGBCI-PVT,within,full,ccb,,,25,42,-0.22222222222222232,0.3888888888888889,72,18,62,23,29.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,25,-1,0.022222222222222254,0.5111111111111111,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,25,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,25,-1,-0.011111111111111072,0.49444444444444446,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,25,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,25,-1,-0.06666666666666665,0.4666666666666667,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,25,-1,-0.04444444444444451,0.4777777777777778,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,25,-1,-0.011111111111111072,0.49444444444444446,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,25,-1,-0.04444444444444451,0.4777777777777778,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,25,0,0.06666666666666665,0.5333333333333333,90,180,62,28,28.0,
COGBCI-PVT,cross,full,ccb,,,25,1,-0.05555555555555558,0.4722222222222222,90,180,62,28,30.0,
COGBCI-PVT,cross,full,ccb,,,25,2,-0.06666666666666665,0.4666666666666667,90,180,62,29,34.0,
COGBCI-PVT,cross,full,ccb,,,25,3,0.0,0.5,90,180,62,19,37.0,
COGBCI-PVT,cross,full,ccb,,,25,42,-0.022222222222222143,0.4888888888888889,90,180,62,16,33.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,26,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,26,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,26,-1,-0.33333333333333326,0.3333333333333333,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,26,-1,-0.4444444444444444,0.2777777777777778,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,26,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,26,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,26,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,26,-1,-0.33333333333333326,0.3333333333333333,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,26,0,-0.22222222222222232,0.3888888888888889,72,18,62,24,24.0,
COGBCI-PVT,within,full,ccb,,,26,1,0.0,0.5,72,18,62,17,20.0,
COGBCI-PVT,within,full,ccb,,,26,2,-0.33333333333333326,0.3333333333333333,72,18,62,23,24.0,
COGBCI-PVT,within,full,ccb,,,26,3,0.0,0.5,72,18,62,24,27.0,
COGBCI-PVT,within,full,ccb,,,26,42,0.2222222222222222,0.6111111111111112,72,18,62,20,26.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,26,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,26,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,26,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,26,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,26,-1,0.011111111111111072,0.5055555555555555,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,26,-1,0.06666666666666665,0.5333333333333333,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,26,-1,0.09999999999999998,0.55,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,26,-1,0.1333333333333333,0.5666666666666667,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,26,0,0.07777777777777772,0.5388888888888889,90,180,62,23,36.0,
COGBCI-PVT,cross,full,ccb,,,26,1,-0.07777777777777772,0.46111111111111114,90,180,62,23,32.0,
COGBCI-PVT,cross,full,ccb,,,26,2,0.022222222222222254,0.5111111111111111,90,180,62,32,33.0,
COGBCI-PVT,cross,full,ccb,,,26,3,0.0,0.5,90,180,62,27,30.0,
COGBCI-PVT,cross,full,ccb,,,26,42,-0.1333333333333333,0.43333333333333335,90,180,62,21,24.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,27,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,27,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,27,-1,0.33333333333333337,0.6666666666666666,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,27,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,27,-1,-0.33333333333333326,0.3333333333333333,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,27,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,27,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,27,-1,0.4444444444444444,0.7222222222222222,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,27,0,-0.11111111111111116,0.4444444444444444,72,18,62,18,26.0,
COGBCI-PVT,within,full,ccb,,,27,1,0.0,0.5,72,18,62,20,21.0,
COGBCI-PVT,within,full,ccb,,,27,2,0.0,0.5,72,18,62,17,26.0,
COGBCI-PVT,within,full,ccb,,,27,3,-0.4444444444444444,0.2777777777777778,72,18,62,46,26.0,
COGBCI-PVT,within,full,ccb,,,27,42,0.0,0.5,72,18,62,36,29.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,27,-1,0.022222222222222254,0.5111111111111111,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,27,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,27,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,27,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,27,-1,0.0444444444444444,0.5222222222222223,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,27,-1,-0.022222222222222143,0.4888888888888889,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,27,-1,-0.011111111111111072,0.49444444444444446,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,27,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,27,0,-0.06666666666666665,0.4666666666666667,90,180,62,48,37.0,
COGBCI-PVT,cross,full,ccb,,,27,1,-0.03333333333333344,0.48333333333333334,90,180,62,29,39.0,
COGBCI-PVT,cross,full,ccb,,,27,2,0.0,0.5,90,180,62,12,35.0,
COGBCI-PVT,cross,full,ccb,,,27,3,-0.11111111111111116,0.4444444444444444,90,180,62,24,31.0,
COGBCI-PVT,cross,full,ccb,,,27,42,0.033333333333333326,0.5166666666666667,90,180,62,28,31.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,28,-1,0.4444444444444444,0.7222222222222222,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,28,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,28,-1,-0.33333333333333326,0.3333333333333333,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,28,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,28,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,28,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,28,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,28,-1,0.33333333333333337,0.6666666666666666,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,28,0,0.0,0.5,72,18,62,18,30.0,
COGBCI-PVT,within,full,ccb,,,28,1,0.11111111111111116,0.5555555555555556,72,18,62,13,24.0,
COGBCI-PVT,within,full,ccb,,,28,2,0.11111111111111116,0.5555555555555556,72,18,62,15,27.0,
COGBCI-PVT,within,full,ccb,,,28,3,-0.22222222222222232,0.3888888888888889,72,18,62,37,24.0,
COGBCI-PVT,within,full,ccb,,,28,42,-0.22222222222222232,0.3888888888888889,72,18,62,23,29.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,28,-1,-0.1333333333333333,0.43333333333333335,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,28,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,28,-1,-0.011111111111111072,0.49444444444444446,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,28,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,28,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,28,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,28,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,28,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,28,0,-0.03333333333333344,0.48333333333333334,90,180,62,28,28.0,
COGBCI-PVT,cross,full,ccb,,,28,1,-0.03333333333333344,0.48333333333333334,90,180,62,28,30.0,
COGBCI-PVT,cross,full,ccb,,,28,2,0.011111111111111072,0.5055555555555555,90,180,62,29,34.0,
COGBCI-PVT,cross,full,ccb,,,28,3,0.011111111111111072,0.5055555555555555,90,180,62,19,37.0,
COGBCI-PVT,cross,full,ccb,,,28,42,-0.12222222222222223,0.4388888888888889,90,180,62,16,33.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,29,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,29,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,29,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,29,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,29,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,29,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,29,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,29,-1,0.33333333333333337,0.6666666666666666,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,29,0,0.2222222222222222,0.6111111111111112,72,18,62,18,16.0,
COGBCI-PVT,within,full,ccb,,,29,1,-0.4444444444444444,0.2777777777777778,72,18,62,24,26.0,
COGBCI-PVT,within,full,ccb,,,29,2,-0.11111111111111116,0.4444444444444444,72,18,62,29,29.0,
COGBCI-PVT,within,full,ccb,,,29,3,0.2222222222222222,0.6111111111111112,72,18,62,7,18.0,
COGBCI-PVT,within,full,ccb,,,29,42,-0.11111111111111116,0.4444444444444444,72,18,62,19,25.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,29,-1,-0.011111111111111072,0.49444444444444446,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,29,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,29,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,29,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,29,-1,0.09999999999999998,0.55,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,29,-1,0.022222222222222254,0.5111111111111111,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,29,-1,0.0888888888888889,0.5444444444444444,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,29,-1,-0.05555555555555558,0.4722222222222222,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,29,0,-0.04444444444444451,0.4777777777777778,90,180,62,24,35.0,
COGBCI-PVT,cross,full,ccb,,,29,1,0.06666666666666665,0.5333333333333333,90,180,62,32,26.0,
COGBCI-PVT,cross,full,ccb,,,29,2,-0.011111111111111072,0.49444444444444446,90,180,62,13,32.0,
COGBCI-PVT,cross,full,ccb,,,29,3,-0.03333333333333344,0.48333333333333334,90,180,62,18,30.0,
COGBCI-PVT,cross,full,ccb,,,29,42,-0.10000000000000009,0.45,90,180,62,35,31.0,
