dataset,protocol,montage,method,feature_family,classifier,subject,seed,kappa,accuracy,n_train,n_test,n_channels,n_arms_surviving,final_regret,error
COGBCI-PVT,cross,nearear,ccb,,,26,3,-0.011111111111111072,0.49444444444444446,90,180,2,32,32.0,
COGBCI-PVT,cross,nearear,ccb,,,26,42,0.07777777777777772,0.5388888888888889,90,180,2,47,29.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,lda,27,-1,0.11111111111111116,0.5555555555555556,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,svm,27,-1,-0.22222222222222232,0.3888888888888889,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,decision_tree,27,-1,0.2222222222222222,0.6111111111111112,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,random_forest,27,-1,0.0,0.5,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,lda,27,-1,-0.11111111111111116,0.4444444444444444,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,svm,27,-1,-0.11111111111111116,0.4444444444444444,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,decision_tree,27,-1,-0.5555555555555556,0.2222222222222222,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,random_forest,27,-1,-0.11111111111111116,0.4444444444444444,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,ccb,,,27,0,-0.4444444444444444,0.2777777777777778,72,18,2,45,25.0,
COGBCI-PVT,within,nearear,ccb,,,27,1,-0.22222222222222232,0.3888888888888889,72,18,2,66,20.0,
COGBCI-PVT,within,nearear,ccb,,,27,2,-0.22222222222222232,0.3888888888888889,72,18,2,34,24.0,
COGBCI-PVT,within,nearear,ccb,,,27,3,-0.22222222222222232,0.3888888888888889,72,18,2,92,19.0,
COGBCI-PVT,within,nearear,ccb,,,27,42,0.2222222222222222,0.6111111111111112,72,18,2,38,21.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,lda,27,-1,-0.011111111111111072,0.49444444444444446,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,svm,27,-1,-0.011111111111111072,0.49444444444444446,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,decision_tree,27,-1,-0.0888888888888888,0.45555555555555555,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,random_forest,27,-1,-0.022222222222222143,0.4888888888888889,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,lda,27,-1,-0.03333333333333344,0.48333333333333334,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,svm,27,-1,0.033333333333333326,0.5166666666666667,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,decision_tree,27,-1,-0.022222222222222143,0.4888888888888889,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,random_forest,27,-1,-0.07777777777777772,0.46111111111111114,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,ccb,,,27,0,0.0,0.5,90,180,2,81,28.0,
COGBCI-PVT,cross,nearear,ccb,,,27,1,-0.03333333333333344,0.48333333333333334,90,180,2,51,31.0,
COGBCI-PVT,cross,nearear,ccb,,,27,2,-0.022222222222222143,0.4888888888888889,90,180,2,22,27.0,
COGBCI-PVT,cross,nearear,ccb,,,27,3,-0.022222222222222143,0.4888888888888889,90,180,2,31,30.0,
COGBCI-PVT,cross,nearear,ccb,,,27,42,-0.011111111111111072,0.49444444444444446,90,180,2,28,22.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,lda,28,-1,-0.22222222222222232,0.3888888888888889,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,svm,28,-1,-0.22222222222222232,0.3888888888888889,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,decision_tree,28,-1,-0.22222222222222232,0.3888888888888889,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,random_forest,28,-1,-0.22222222222222232,0.3888888888888889,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,lda,28,-1,0.5555555555555556,0.7777777777777778,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,svm,28,-1,0.6666666666666667,0.8333333333333334,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,decision_tree,28,-1,-0.4444444444444444,0.2777777777777778,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,random_forest,28,-1,0.4444444444444444,0.7222222222222222,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,ccb,,,28,0,-0.4444444444444444,0.2777777777777778,72,18,2,44,23.0,
COGBCI-PVT,within,nearear,ccb,,,28,1,0.33333333333333337,0.6666666666666666,72,18,2,32,31.0,
COGBCI-PVT,within,nearear,ccb,,,28,2,-0.11111111111111116,0.4444444444444444,72,18,2,33,24.0,
COGBCI-PVT,within,nearear,ccb,,,28,3,0.33333333333333337,0.6666666666666666,72,18,2,48,29.0,
COGBCI-PVT,within,nearear,ccb,,,28,42,-0.11111111111111116,0.4444444444444444,72,18,2,23,19.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,lda,28,-1,0.07777777777777772,0.5388888888888889,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,svm,28,-1,0.0,0.5,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,decision_tree,28,-1,0.0,0.5,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,random_forest,28,-1,0.05555555555555558,0.5277777777777778,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,lda,28,-1,0.022222222222222254,0.5111111111111111,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,svm,28,-1,-0.011111111111111072,0.49444444444444446,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,decision_tree,28,-1,-0.06666666666666665,0.4666666666666667,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,random_forest,28,-1,-0.011111111111111072,0.49444444444444446,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,ccb,,,28,0,0.0,0.5,90,180,2,48,32.0,
COGBCI-PVT,cross,nearear,ccb,,,28,1,-0.10000000000000009,0.45,90,180,2,54,29.0,
COGBCI-PVT,cross,nearear,ccb,,,28,2,0.011111111111111072,0.5055555555555555,90,180,2,23,32.0,
COGBCI-PVT,cross,nearear,ccb,,,28,3,0.05555555555555558,0.5277777777777778,90,180,2,33,30.0,
COGBCI-PVT,cross,nearear,ccb,,,28,42,0.033333333333333326,0.5166666666666667,90,180,2,25,33.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,lda,29,-1,0.33333333333333337,0.6666666666666666,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,svm,29,-1,0.33333333333333337,0.6666666666666666,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,decision_tree,29,-1,0.2222222222222222,0.6111111111111112,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,fbcsp,random_forest,29,-1,0.0,0.5,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,lda,29,-1,0.0,0.5,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,svm,29,-1,-0.11111111111111116,0.4444444444444444,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,decision_tree,29,-1,-0.22222222222222232,0.3888888888888889,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,fixed,bandpower,random_forest,29,-1,-0.22222222222222232,0.3888888888888889,72,18,2,0,0.0,
COGBCI-PVT,within,nearear,ccb,,,29,0,0.11111111111111116,0.5555555555555556,72,18,2,24,26.0,
COGBCI-PVT,within,nearear,ccb,,,29,1,0.11111111111111116,0.5555555555555556,72,18,2,54,26.0,
COGBCI-PVT,within,nearear,ccb,,,29,2,-0.11111111111111116,0.4444444444444444,72,18,2,32,23.0,
COGBCI-PVT,within,nearear,ccb,,,29,3,-0.11111111111111116,0.4444444444444444,72,18,2,40,24.0,
COGBCI-PVT,within,nearear,ccb,,,29,42,0.0,0.5,72,18,2,26,18.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,lda,29,-1,0.022222222222222254,0.5111111111111111,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,svm,29,-1,0.0,0.5,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,decision_tree,29,-1,-0.07777777777777772,0.46111111111111114,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,fbcsp,random_forest,29,-1,0.0444444444444444,0.5222222222222223,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,lda,29,-1,-0.011111111111111072,0.49444444444444446,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,svm,29,-1,0.05555555555555558,0.5277777777777778,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,decision_tree,29,-1,-0.022222222222222143,0.4888888888888889,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,fixed,bandpower,random_forest,29,-1,-0.05555555555555558,0.4722222222222222,90,180,2,0,0.0,
COGBCI-PVT,cross,nearear,ccb,,,29,0,-0.07777777777777772,0.46111111111111114,90,180,2,27,28.0,
COGBCI-PVT,cross,nearear,ccb,,,29,1,-0.022222222222222143,0.4888888888888889,90,180,2,41,33.0,
COGBCI-PVT,cross,nearear,ccb,,,29,2,-0.011111111111111072,0.49444444444444446,90,180,2,21,26.0,
COGBCI-PVT,cross,nearear,ccb,,,29,3,-0.011111111111111072,0.49444444444444446,90,180,2,42,29.0,
COGBCI-PVT,cross,nearear,ccb,,,29,42,-0.03333333333333344,0.48333333333333334,90,180,2,30,27.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,1,-1,-0.4444444444444444,0.2777777777777778,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,1,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,1,-1,-0.4444444444444444,0.2777777777777778,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,1,-1,-0.33333333333333326,0.3333333333333333,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,1,-1,0.4444444444444444,0.7222222222222222,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,1,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,1,-1,0.33333333333333337,0.6666666666666666,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,1,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,1,0,0.2222222222222222,0.6111111111111112,72,18,62,27,24.0,
COGBCI-PVT,within,full,ccb,,,1,1,-0.11111111111111116,0.4444444444444444,72,18,62,30,22.0,
COGBCI-PVT,within,full,ccb,,,1,2,0.0,0.5,72,18,62,26,21.0,
COGBCI-PVT,within,full,ccb,,,1,3,0.2222222222222222,0.6111111111111112,72,18,62,22,18.0,
COGBCI-PVT,within,full,ccb,,,1,42,0.0,0.5,72,18,62,32,18.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,1,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,1,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,1,-1,-0.0888888888888888,0.45555555555555555,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,1,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,1,-1,-0.11111111111111116,0.4444444444444444,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,1,-1,0.11111111111111116,0.5555555555555556,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,1,-1,-0.11111111111111116,0.4444444444444444,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,1,-1,0.0444444444444444,0.5222222222222223,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,1,0,0.011111111111111072,0.5055555555555555,90,180,62,24,35.0,
COGBCI-PVT,cross,full,ccb,,,1,1,-0.03333333333333344,0.48333333333333334,90,180,62,21,35.0,
COGBCI-PVT,cross,full,ccb,,,1,2,0.07777777777777772,0.5388888888888889,90,180,62,15,28.0,
COGBCI-PVT,cross,full,ccb,,,1,3,0.033333333333333326,0.5166666666666667,90,180,62,19,28.0,
COGBCI-PVT,cross,full,ccb,,,1,42,-0.0888888888888888,0.45555555555555555,90,180,62,16,30.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,2,-1,-0.33333333333333326,0.3333333333333333,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,2,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,2,-1,-0.4444444444444444,0.2777777777777778,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,2,-1,-0.33333333333333326,0.3333333333333333,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,2,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,2,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,2,-1,-0.33333333333333326,0.3333333333333333,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,2,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,2,0,0.11111111111111116,0.5555555555555556,72,18,62,12,25.0,
COGBCI-PVT,within,full,ccb,,,2,1,0.2222222222222222,0.6111111111111112,72,18,62,17,29.0,
COGBCI-PVT,within,full,ccb,,,2,2,0.4444444444444444,0.7222222222222222,72,18,62,22,20.0,
COGBCI-PVT,within,full,ccb,,,2,3,-0.11111111111111116,0.4444444444444444,72,18,62,21,17.0,
COGBCI-PVT,within,full,ccb,,,2,42,-0.33333333333333326,0.3333333333333333,72,18,62,11,18.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,2,-1,0.022222222222222254,0.5111111111111111,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,2,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,2,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,2,-1,-0.03333333333333344,0.48333333333333334,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,2,-1,0.05555555555555558,0.5277777777777778,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,2,-1,0.022222222222222254,0.5111111111111111,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,2,-1,-0.03333333333333344,0.48333333333333334,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,2,-1,-0.011111111111111072,0.49444444444444446,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,2,0,-0.04444444444444451,0.4777777777777778,90,180,62,31,28.0,
COGBCI-PVT,cross,full,ccb,,,2,1,0.0,0.5,90,180,62,40,27.0,
COGBCI-PVT,cross,full,ccb,,,2,2,0.0,0.5,90,180,62,20,29.0,
COGBCI-PVT,cross,full,ccb,,,2,3,-0.022222222222222143,0.4888888888888889,90,180,62,24,29.0,
COGBCI-PVT,cross,full,ccb,,,2,42,-0.03333333333333344,0.48333333333333334,90,180,62,30,32.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,3,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,3,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,3,-1,-0.33333333333333326,0.3333333333333333,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,3,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,3,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,3,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,3,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,3,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,3,0,0.2222222222222222,0.6111111111111112,72,18,62,31,29.0,
COGBCI-PVT,within,full,ccb,,,3,1,-0.11111111111111116,0.4444444444444444,72,18,62,16,24.0,
COGBCI-PVT,within,full,ccb,,,3,2,-0.11111111111111116,0.4444444444444444,72,18,62,16,18.0,
COGBCI-PVT,within,full,ccb,,,3,3,0.11111111111111116,0.5555555555555556,72,18,62,24,27.0,
COGBCI-PVT,within,full,ccb,,,3,42,0.33333333333333337,0.6666666666666666,72,18,62,13,24.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,3,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,3,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,3,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,3,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,3,-1,-0.03333333333333344,0.48333333333333334,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,3,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,3,-1,0.011111111111111072,0.5055555555555555,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,3,-1,0.022222222222222254,0.5111111111111111,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,3,0,-0.0888888888888888,0.45555555555555555,90,180,62,10,21.0,
COGBCI-PVT,cross,full,ccb,,,3,1,-0.06666666666666665,0.4666666666666667,90,180,62,28,29.0,
COGBCI-PVT,cross,full,ccb,,,3,2,-0.06666666666666665,0.4666666666666667,90,180,62,16,37.0,
COGBCI-PVT,cross,full,ccb,,,3,3,-0.03333333333333344,0.48333333333333334,90,180,62,14,34.0,
COGBCI-PVT,cross,full,ccb,,,3,42,-0.07777777777777772,0.46111111111111114,90,180,62,27,35.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,4,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,4,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,4,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,4,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,4,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,4,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,4,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,4,-1,-0.33333333333333326,0.3333333333333333,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,4,0,0.2222222222222222,0.6111111111111112,72,18,62,24,28.0,
COGBCI-PVT,within,full,ccb,,,4,1,0.4444444444444444,0.7222222222222222,72,18,62,13,21.0,
COGBCI-PVT,within,full,ccb,,,4,2,0.11111111111111116,0.5555555555555556,72,18,62,25,24.0,
COGBCI-PVT,within,full,ccb,,,4,3,0.33333333333333337,0.6666666666666666,72,18,62,23,20.0,
COGBCI-PVT,within,full,ccb,,,4,42,-0.11111111111111116,0.4444444444444444,72,18,62,21,30.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,4,-1,0.033333333333333326,0.5166666666666667,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,4,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,4,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,4,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,4,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,4,-1,-0.04444444444444451,0.4777777777777778,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,4,-1,0.022222222222222254,0.5111111111111111,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,4,-1,-0.011111111111111072,0.49444444444444446,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,4,0,0.05555555555555558,0.5277777777777778,90,180,62,20,26.0,
COGBCI-PVT,cross,full,ccb,,,4,1,-0.03333333333333344,0.48333333333333334,90,180,62,15,27.0,
COGBCI-PVT,cross,full,ccb,,,4,2,0.022222222222222254,0.5111111111111111,90,180,62,26,36.0,
COGBCI-PVT,cross,full,ccb,,,4,3,-0.022222222222222143,0.4888888888888889,90,180,62,29,36.0,
COGBCI-PVT,cross,full,ccb,,,4,42,0.011111111111111072,0.5055555555555555,90,180,62,30,28.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,5,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,5,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,5,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,5,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,5,-1,-0.33333333333333326,0.3333333333333333,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,5,-1,0.33333333333333337,0.6666666666666666,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,5,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,5,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,5,0,0.33333333333333337,0.6666666666666666,72,18,62,22,27.0,
COGBCI-PVT,within,full,ccb,,,5,1,0.0,0.5,72,18,62,25,25.0,
COGBCI-PVT,within,full,ccb,,,5,2,-0.22222222222222232,0.3888888888888889,72,18,62,20,23.0,
COGBCI-PVT,within,full,ccb,,,5,3,0.11111111111111116,0.5555555555555556,72,18,62,21,18.0,
COGBCI-PVT,within,full,ccb,,,5,42,0.0,0.5,72,18,62,18,28.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,5,-1,0.011111111111111072,0.5055555555555555,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,5,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,5,-1,-0.07777777777777772,0.46111111111111114,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,5,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,5,-1,-0.011111111111111072,0.49444444444444446,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,5,-1,0.05555555555555558,0.5277777777777778,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,5,-1,0.033333333333333326,0.5166666666666667,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,5,-1,0.033333333333333326,0.5166666666666667,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,5,0,-0.14444444444444438,0.42777777777777776,90,180,62,28,29.0,
COGBCI-PVT,cross,full,ccb,,,5,1,-0.06666666666666665,0.4666666666666667,90,180,62,32,32.0,
COGBCI-PVT,cross,full,ccb,,,5,2,-0.011111111111111072,0.49444444444444446,90,180,62,23,30.0,
COGBCI-PVT,cross,full,ccb,,,5,3,0.011111111111111072,0.5055555555555555,90,180,62,31,34.0,
COGBCI-PVT,cross,full,ccb,,,5,42,-0.03333333333333344,0.48333333333333334,90,180,62,24,33.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,6,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,6,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,6,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,6,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,6,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,6,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,6,-1,-0.4444444444444444,0.2777777777777778,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,6,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,6,0,0.11111111111111116,0.5555555555555556,72,18,62,18,26.0,
COGBCI-PVT,within,full,ccb,,,6,1,0.4444444444444444,0.7222222222222222,72,18,62,13,21.0,
COGBCI-PVT,within,full,ccb,,,6,2,-0.33333333333333326,0.3333333333333333,72,18,62,28,33.0,
COGBCI-PVT,within,full,ccb,,,6,3,0.4444444444444444,0.7222222222222222,72,18,62,34,23.0,
COGBCI-PVT,within,full,ccb,,,6,42,0.33333333333333337,0.6666666666666666,72,18,62,24,20.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,6,-1,-0.022222222222222143,0.4888888888888889,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,6,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,6,-1,-0.12222222222222223,0.4388888888888889,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,6,-1,-0.04444444444444451,0.4777777777777778,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,6,-1,0.0444444444444444,0.5222222222222223,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,6,-1,-0.05555555555555558,0.4722222222222222,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,6,-1,-0.06666666666666665,0.4666666666666667,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,6,-1,0.011111111111111072,0.5055555555555555,90,180,62,0,0.0,
