dataset,subject,protocol,fold_name,seed,alpha,calibration_frac,window_size,n_components,include_riemann_arms,epoch_seconds,kappa,accuracy,n_test,n_arms_surviving,stream_rounds_run,final_regret,error
WAUC,45,within,within_fold0,0,0.5,0.3,50,4,False,4.0,0.1864911276473955,0.5935828877005348,187,100,524,188.0,
WAUC,45,within,within_fold0,1,0.5,0.3,50,4,False,4.0,0.38001600548759573,0.6898395721925134,187,100,524,138.0,
WAUC,45,within,within_fold0,2,0.5,0.3,50,4,False,4.0,0.4338835894213743,0.7165775401069518,187,100,524,170.0,
WAUC,45,within,within_fold0,3,0.5,0.3,50,4,False,4.0,0.29336997595328074,0.6470588235294118,187,94,524,167.0,
WAUC,45,within,within_fold0,42,0.5,0.3,50,4,False,4.0,0.22966014418125646,0.6149732620320856,187,100,524,184.0,
WAUC,46,within,within_fold0,0,0.5,0.3,50,4,False,4.0,0.36167341430499333,0.6802325581395349,172,96,480,166.0,
WAUC,46,within,within_fold0,1,0.5,0.3,50,4,False,4.0,0.3741239892183288,0.686046511627907,172,100,420,121.0,
WAUC,46,within,within_fold0,2,0.5,0.3,50,4,False,4.0,0.4542263029975695,0.7267441860465116,172,100,419,125.0,
WAUC,46,within,within_fold0,3,0.5,0.3,50,4,False,4.0,0.2097297297297298,0.6046511627906976,172,100,480,155.0,
WAUC,46,within,within_fold0,42,0.5,0.3,50,4,False,4.0,0.40456149877816994,0.7034883720930233,172,70,480,148.0,
WAUC,47,within,within_fold0,0,0.5,0.3,50,4,False,4.0,0.9032258064516129,0.9516129032258065,62,100,171,5.0,
WAUC,47,within,within_fold0,1,0.5,0.3,50,4,False,4.0,0.935483870967742,0.967741935483871,62,100,171,5.0,
WAUC,47,within,within_fold0,2,0.5,0.3,50,4,False,4.0,0.935483870967742,0.967741935483871,62,100,171,1.0,
WAUC,47,within,within_fold0,3,0.5,0.3,50,4,False,4.0,0.9032258064516129,0.9516129032258065,62,100,171,7.0,
WAUC,47,within,within_fold0,42,0.5,0.3,50,4,False,4.0,0.935483870967742,0.967741935483871,62,100,171,7.0,
WAUC,48,within,within_fold0,0,0.5,0.3,50,4,False,4.0,,,0,0,0,0.0,"y should be a 1d array with more than two classes, but got 1 class from ['low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low']"
WAUC,48,within,within_fold0,1,0.5,0.3,50,4,False,4.0,,,0,0,0,0.0,"y should be a 1d array with more than two classes, but got 1 class from ['low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low']"
WAUC,48,within,within_fold0,2,0.5,0.3,50,4,False,4.0,,,0,0,0,0.0,"y should be a 1d array with more than two classes, but got 1 class from ['low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low']"
WAUC,48,within,within_fold0,3,0.5,0.3,50,4,False,4.0,,,0,0,0,0.0,"y should be a 1d array with more than two classes, but got 1 class from ['low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low']"
WAUC,48,within,within_fold0,42,0.5,0.3,50,4,False,4.0,,,0,0,0,0.0,"y should be a 1d array with more than two classes, but got 1 class from ['low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low']"
