dataset,subject,protocol,fold_name,seed,alpha,calibration_frac,window_size,per_round_cap,n_components,include_riemann_arms,epoch_seconds,context,kappa,accuracy,n_test,n_arms_surviving,stream_rounds_run,final_regret,error
WAUC,6,within,within_fold0,42,0.5,0.3,inf,inf,4,False,4.0,workload,0.5572354211663066,0.7783783783783784,185,100,515,136.0,
WAUC,6,within,within_fold0,42,0.5,0.3,25,inf,4,False,4.0,workload,0.513925380977404,0.7567567567567568,185,100,515,125.0,
WAUC,6,within,within_fold0,42,0.5,0.3,50,inf,4,False,4.0,workload,0.5461978740801309,0.772972972972973,185,100,515,130.0,
WAUC,6,within,within_fold0,42,0.5,0.3,100,inf,4,False,4.0,workload,0.49214415045850124,0.745945945945946,185,100,515,129.0,
WAUC,7,within,within_fold0,0,0.5,0.3,inf,inf,4,False,4.0,workload,0.40583941605839413,0.7027027027027027,185,100,517,161.0,
WAUC,7,within,within_fold0,0,0.5,0.3,25,inf,4,False,4.0,workload,0.40583941605839413,0.7027027027027027,185,100,464,150.0,
WAUC,7,within,within_fold0,0,0.5,0.3,50,inf,4,False,4.0,workload,0.40583941605839413,0.7027027027027027,185,100,517,154.0,
WAUC,7,within,within_fold0,0,0.5,0.3,100,inf,4,False,4.0,workload,0.3721474546518432,0.6864864864864865,185,100,517,145.0,
WAUC,7,within,within_fold0,1,0.5,0.3,inf,inf,4,False,4.0,workload,0.41338813857897827,0.7081081081081081,185,100,517,179.0,
WAUC,7,within,within_fold0,1,0.5,0.3,25,inf,4,False,4.0,workload,0.4126984126984127,0.7081081081081081,185,100,517,167.0,
WAUC,7,within,within_fold0,1,0.5,0.3,50,inf,4,False,4.0,workload,0.3877068557919622,0.6972972972972973,185,100,517,173.0,
WAUC,7,within,within_fold0,1,0.5,0.3,100,inf,4,False,4.0,workload,0.33441462695370094,0.6702702702702703,185,100,517,181.0,
WAUC,7,within,within_fold0,2,0.5,0.3,inf,inf,4,False,4.0,workload,0.38170624450307833,0.6918918918918919,185,100,503,171.0,
WAUC,7,within,within_fold0,2,0.5,0.3,25,inf,4,False,4.0,workload,0.38170624450307833,0.6918918918918919,185,100,458,141.0,
WAUC,7,within,within_fold0,2,0.5,0.3,50,inf,4,False,4.0,workload,0.38170624450307833,0.6918918918918919,185,100,464,164.0,
WAUC,7,within,within_fold0,2,0.5,0.3,100,inf,4,False,4.0,workload,0.38170624450307833,0.6918918918918919,185,100,506,162.0,
WAUC,7,within,within_fold0,3,0.5,0.3,inf,inf,4,False,4.0,workload,0.4354460093896714,0.7189189189189189,185,100,517,182.0,
WAUC,7,within,within_fold0,3,0.5,0.3,25,inf,4,False,4.0,workload,0.3607613469985358,0.6810810810810811,185,100,517,179.0,
WAUC,7,within,within_fold0,3,0.5,0.3,50,inf,4,False,4.0,workload,0.3035294117647058,0.654054054054054,185,100,517,187.0,
WAUC,7,within,within_fold0,3,0.5,0.3,100,inf,4,False,4.0,workload,0.2867990654205608,0.6432432432432432,185,100,517,189.0,
WAUC,7,within,within_fold0,42,0.5,0.3,inf,inf,4,False,4.0,workload,0.37324766355140193,0.6864864864864865,185,100,453,150.0,
WAUC,7,within,within_fold0,42,0.5,0.3,25,inf,4,False,4.0,workload,0.3644832605531295,0.6810810810810811,185,100,517,167.0,
WAUC,7,within,within_fold0,42,0.5,0.3,50,inf,4,False,4.0,workload,0.3644832605531295,0.6810810810810811,185,100,517,172.0,
WAUC,7,within,within_fold0,42,0.5,0.3,100,inf,4,False,4.0,workload,0.42944428280477154,0.7135135135135136,185,100,517,177.0,
WAUC,8,within,within_fold0,0,0.5,0.3,inf,inf,4,False,4.0,workload,0.46739130434782605,0.7336956521739131,184,100,512,169.0,
WAUC,8,within,within_fold0,0,0.5,0.3,25,inf,4,False,4.0,workload,0.34782608695652173,0.6739130434782609,184,100,512,190.0,
WAUC,8,within,within_fold0,0,0.5,0.3,50,inf,4,False,4.0,workload,0.32608695652173914,0.6630434782608695,184,100,512,189.0,
WAUC,8,within,within_fold0,0,0.5,0.3,100,inf,4,False,4.0,workload,0.40217391304347827,0.7010869565217391,184,100,512,186.0,
